,pubdate,authors,title,fulljournalname,pubmed,doi,pmc
44,2022 Jun 2,"[{'name': 'Peng J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Xu D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lee R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Xu S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zhou Y', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wang K', 'authtype': 'Author', 'clusterid': ''}]",Expediting knowledge acquisition by a web framework for Knowledge Graph Exploration and Visualization (KGEV): case studies on COVID-19 and Human Phenotype Ontology.,BMC medical informatics and decision making,35655307,10.1186/s12911-022-01848-z,PMC9161770
45,2022 Sep,"[{'name': 'Bayer PE', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Petereit J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Durant É', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Monat C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Rouard M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hu H', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Chapman B', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Li C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Cheng S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Batley J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Edwards D', 'authtype': 'Author', 'clusterid': ''}]",Wheat Panache: A pangenome graph database representing presence-absence variation across sixteen bread wheat genomes.,The plant genome,35644986,10.1002/tpg2.20221,
46,2022 May 27,"[{'name': 'Deagen ME', 'authtype': 'Author', 'clusterid': ''}, {'name': 'McCusker JP', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Fateye T', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Stouffer S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Brinson LC', 'authtype': 'Author', 'clusterid': ''}, {'name': 'McGuinness DL', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Schadler LS', 'authtype': 'Author', 'clusterid': ''}]",FAIR and Interactive Data Graphics from a Scientific Knowledge Graph.,Scientific data,35624233,10.1038/s41597-022-01352-z,PMC9142568
47,2022 May 25,"[{'name': 'Henkel R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Guetebier L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Waltemath D', 'authtype': 'Author', 'clusterid': ''}]",CovidGraph: Integrating COVID-19 Data.,Studies in health technology and informatics,35612186,10.3233/SHTI220565,
48,2022 Aug,"[{'name': 'Murali V', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Muralidhar YP', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Königs C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Nair M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Madhu S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Nedungadi P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Srinivasa G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Athri P', 'authtype': 'Author', 'clusterid': ''}]",Predicting clinical trial outcomes using drug bioactivities through graph database integration and machine learning.,Chemical biology & drug design,35587730,10.1111/cbdd.14092,
49,2022,"[{'name': 'Di Maria A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Alaimo S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bellomo L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Billeci F', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ferragina P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ferro A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Pulvirenti A', 'authtype': 'Author', 'clusterid': ''}]",BioTAGME: A Comprehensive Platform for Biological Knowledge Network Analysis.,Frontiers in genetics,35571058,10.3389/fgene.2022.855739,PMC9096447
50,2022 May 13,"[{'name': 'Wang J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wu M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Huang X', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wang L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zhang S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Liu H', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zheng J', 'authtype': 'Author', 'clusterid': ''}]",SynLethDB 2.0: a web-based knowledge graph database on synthetic lethality for novel anticancer drug discovery.,Database : the journal of biological databases and curation,35562840,10.1093/database/baac030,PMC9216587
51,2022 May 12,"[{'name': 'Yang Z', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bi Y', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wang L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Cao D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Li R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Li Q', 'authtype': 'Author', 'clusterid': ''}]",Development and application of a field knowledge graph and search engine for pavement engineering.,Scientific reports,35550555,10.1038/s41598-022-11604-y,PMC9098876
52,2022 Jul 5,"[{'name': 'Mao Z', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wang R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Li H', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Huang Y', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zhang Q', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Liao X', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ma H', 'authtype': 'Author', 'clusterid': ''}]","ERMer: a serverless platform for navigating, analyzing, and visualizing Escherichia coli regulatory landscape through graph database.",Nucleic acids research,35489073,10.1093/nar/gkac288,PMC9252789
53,2022,"[{'name': 'Yin Y', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zhang L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wang Y', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wang M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zhang Q', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Li GZ', 'authtype': 'Author', 'clusterid': ''}]",Question Answering System Based on Knowledge Graph in Traditional Chinese Medicine Diagnosis and Treatment of Viral Hepatitis B.,BioMed research international,35198638,10.1155/2022/7139904,PMC8860556
54,2022 Feb 14,"[{'name': 'Tuck D', 'authtype': 'Author', 'clusterid': ''}]",A cancer graph: a lung cancer property graph database in Neo4j.,BMC research notes,35164854,10.1186/s13104-022-05912-9,PMC8842806
55,2022 Feb 14,"[{'name': 'Zahoránszky-Kőhalmi G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Siramshetty VB', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kumar P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gurumurthy M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Grillo B', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mathew B', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Metaxatos D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Backus M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mierzwa T', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Simon R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Grishagin I', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Brovold L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mathé EA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hall MD', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Michael SG', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Godfrey AG', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mestres J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Jensen LJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Oprea TI', 'authtype': 'Author', 'clusterid': ''}]",A Workflow of Integrated Resources to Catalyze Network Pharmacology Driven COVID-19 Research.,Journal of chemical information and modeling,35057621,10.1021/acs.jcim.1c00431,PMC10790216
56,2022,"[{'name': 'Larmande P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Tagny Ngompe G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Venkatesan A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ruiz M', 'authtype': 'Author', 'clusterid': ''}]",AgroLD: A Knowledge Graph Database for Plant Functional Genomics.,"Methods in molecular biology (Clifton, N.J.)",35037225,10.1007/978-1-0716-2067-0_28,
57,2022 Jan 12,"[{'name': 'Yang JJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gessner CR', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Duerksen JL', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Biber D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Binder JL', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ozturk M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Foote B', 'authtype': 'Author', 'clusterid': ''}, {'name': 'McEntire R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Stirling K', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ding Y', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wild DJ', 'authtype': 'Author', 'clusterid': ''}]",Knowledge graph analytics platform with LINCS and IDG for Parkinson's disease target illumination.,BMC bioinformatics,35021991,10.1186/s12859-021-04530-9,PMC8756622
58,2022 Jan,"[{'name': 'Röttjers L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Faust K', 'authtype': 'Author', 'clusterid': ''}]",Fast and flexible analysis of linked microbiome data with mako.,Nature methods,34887550,10.1038/s41592-021-01335-9,PMC7612208
59,2021 Dec 1,"[{'name': 'Ross PB', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Song J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Tsao PS', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Pan C', 'authtype': 'Author', 'clusterid': ''}]",Trellis for efficient data and task management in the VA Million Veteran Program.,Scientific reports,34853358,10.1038/s41598-021-02569-5,PMC8636485
60,2021 Nov 27,"[{'name': 'Trautman A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Linchangco R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Walstead R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Jay JJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Brouwer C', 'authtype': 'Author', 'clusterid': ''}]",The Aliment to Bodily Condition knowledgebase (ABCkb): a database connecting plants and human health.,BMC research notes,34838100,10.1186/s13104-021-05835-x,PMC8627056
61,2021 Nov 18,"[{'name': 'Zhu Q', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Nguyễn ÐT', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Sheils T', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Alyea G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Sid E', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Xu Y', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Dickens J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mathé EA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Pariser A', 'authtype': 'Author', 'clusterid': ''}]",Scientific evidence based rare disease research discovery with research funding data in knowledge graph.,Orphanet journal of rare diseases,34794473,10.1186/s13023-021-02120-9,PMC8600882
62,2022 Feb 4,"[{'name': 'Jordan KW', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bradbury PJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Miller ZR', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Nyine M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'He F', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Fraser M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Anderson J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mason E', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Katz A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Pearce S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Carter AH', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Prather S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Pumphrey M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Chen J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Cook J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Liu S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Rudd JC', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wang Z', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Chu C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ibrahim AMH', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Turkus J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Olson E', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Nagarajan R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Carver B', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Yan L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Taagen E', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Sorrells M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ward B', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ren J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Akhunova A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bai G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bowden R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Fiedler J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Faris J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Dubcovsky J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Guttieri M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Brown-Guedira G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Buckler E', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Jannink JL', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Akhunov ED', 'authtype': 'Author', 'clusterid': ''}]",Development of the Wheat Practical Haplotype Graph database as a resource for genotyping data storage and genotype imputation.,"G3 (Bethesda, Md.)",34751373,10.1093/g3journal/jkab390,PMC9210282
63,2021,"[{'name': 'Wu J', 'authtype': 'Author', 'clusterid': ''}]",Construct a Knowledge Graph for China Coronavirus (COVID-19) Patient Information Tracking.,Risk management and healthcare policy,34707418,10.2147/RMHP.S309732,PMC8544565
64,2021 Dec,"[{'name': 'Reitz KM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hall DE', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Shinall MC Jr', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Shireman PK', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Silverstein JC', 'authtype': 'Author', 'clusterid': ''}]",Using the Unified Medical Language System to Expand the Operative Stress Score - First Use Case.,The Journal of surgical research,34464893,10.1016/j.jss.2021.07.030,PMC8678140
65,2021 Aug 25,"[{'name': 'Bukhari SAC', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Pawar S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mandell J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kleinstein SH', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Cheung KH', 'authtype': 'Author', 'clusterid': ''}]",LinkedImm: a linked data graph database for integrating immunological data.,BMC bioinformatics,34433410,10.1186/s12859-021-04031-9,PMC8385794
66,2021 Jul,"[{'name': 'Ahmed T', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Johnson J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Latif Z', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kennedy N', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Javier D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Stinson K', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Vishwanatha JK', 'authtype': 'Author', 'clusterid': ''}]",MyNRMN: A national mentoring and networking platform to enhance connectivity and diversity in the biomedical sciences.,FASEB bioAdvances,34258519,10.1096/fba.2020-00102,PMC8255849
67,2021 Jul 6,"[{'name': 'Brière G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Darbo É', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Thébault P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Uricaru R', 'authtype': 'Author', 'clusterid': ''}]",Consensus clustering applied to multi-omics disease subtyping.,BMC bioinformatics,34229612,10.1186/s12859-021-04279-1,PMC8259015
68,2021 Jun 11,"[{'name': 'Zawadzka T', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wierciński T', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Meller G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Rock M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zwierzycki R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wróbel MR', 'authtype': 'Author', 'clusterid': ''}]",Graph Representation Integrating Signals for Emotion Recognition and Analysis.,"Sensors (Basel, Switzerland)",34208161,10.3390/s21124035,PMC8230955
69,2020,"[{'name': 'Fiaidhi J', 'authtype': 'Author', 'clusterid': ''}]",Envisioning Insight-Driven Learning Based on Thick Data Analytics With Focus on Healthcare.,"IEEE access : practical innovations, open solutions",34192109,10.1109/ACCESS.2020.2995763,PMC8098810
70,2021 Jun 24,"[{'name': 'Fahd K', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Venkatraman S', 'authtype': 'Author', 'clusterid': ''}]",Visualizing risk factors of dementia from scholarly literature using knowledge maps and next-generation data models.,"Visual computing for industry, biomedicine, and art",34164753,10.1186/s42492-021-00085-x,PMC8222481
71,2021 Jun 22,"[{'name': 'Matelsky JK', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Reilly EP', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Johnson EC', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Stiso J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bassett DS', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wester BA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gray-Roncal W', 'authtype': 'Author', 'clusterid': ''}]",DotMotif: an open-source tool for connectome subgraph isomorphism search and graph queries.,Scientific reports,34158519,10.1038/s41598-021-91025-5,PMC8219732
72,2021 Aug,"[{'name': 'García Del Valle EP', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lagunes García G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Prieto Santamaría L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zanin M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Menasalvas Ruiz E', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Rodríguez-González A', 'authtype': 'Author', 'clusterid': ''}]",DisMaNET: A network-based tool to cross map disease vocabularies.,Computer methods and programs in biomedicine,34157517,10.1016/j.cmpb.2021.106233,
73,2021 Apr,"[{'name': 'Kashef M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Liu Y', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Montgomery K', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Candell R', 'authtype': 'Author', 'clusterid': ''}]",Wireless Cyber-Physical Systems Performance Evaluation through a Graph Database Approach.,Journal of computing and information science in engineering,34135695,10.1115/1.4048205,PMC8201448
74,2021 Nov 5,"[{'name': 'Nair S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Váradi M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Nadzirin N', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Pravda L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Anyango S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mir S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Berrisford J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Armstrong D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gutmanas A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Velankar S', 'authtype': 'Author', 'clusterid': ''}]",PDBe aggregated API: programmatic access to an integrative knowledge graph of molecular structure data.,"Bioinformatics (Oxford, England)",34081107,10.1093/bioinformatics/btab424,PMC8570819
75,2021 May 27,"[{'name': 'Martinez-Costa C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Abad-Navarro F', 'authtype': 'Author', 'clusterid': ''}]",Towards a Semantic Data Harmonization Federated Infrastructure.,Studies in health technology and informatics,34042701,10.3233/SHTI210116,
76,2021 May 27,"[{'name': 'Daowd A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Barrett M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Abidi S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Abidi SSR', 'authtype': 'Author', 'clusterid': ''}]",Building a Knowledge Graph Representing Causal Associations Between Risk Factors and Incidence of Breast Cancer.,Studies in health technology and informatics,34042671,10.3233/SHTI210267,
77,2021 May 18,"[{'name': 'Timón-Reina S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Rincón M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Martínez-Tomás R', 'authtype': 'Author', 'clusterid': ''}]",An overview of graph databases and their applications in the biomedical domain.,Database : the journal of biological databases and curation,34003247,10.1093/database/baab026,PMC8130509
78,2022 Dec,"[{'name': 'Chen R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Shu X', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Chen J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Weng D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Tang J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Fu S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wu Y', 'authtype': 'Author', 'clusterid': ''}]",Nebula: A Coordinating Grammar of Graphics.,IEEE transactions on visualization and computer graphics,33909565,10.1109/TVCG.2021.3076222,
79,2021 Apr 26,"[{'name': ""D'Agostino D"", 'authtype': 'Author', 'clusterid': ''}, {'name': 'Liò P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Aldinucci M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Merelli I', 'authtype': 'Author', 'clusterid': ''}]",Advantages of using graph databases to explore chromatin conformation capture experiments.,BMC bioinformatics,33902433,10.1186/s12859-020-03937-0,PMC8073886
80,2021 Aug 13,"[{'name': 'Du J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wang Q', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wang J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ramesh P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Xiang Y', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Jiang X', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Tao C', 'authtype': 'Author', 'clusterid': ''}]",COVID-19 trial graph: a linked graph for COVID-19 clinical trials.,Journal of the American Medical Informatics Association : JAMIA,33895839,10.1093/jamia/ocab078,PMC8135317
81,2021 Apr 22,"[{'name': 'Licheri N', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bonnici V', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Beccuti M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Giugno R', 'authtype': 'Author', 'clusterid': ''}]",GRAPES-DD: exploiting decision diagrams for index-driven search in biological graph databases.,BMC bioinformatics,33888059,10.1186/s12859-021-04129-0,PMC8061067
82,2020,"[{'name': 'Zhao W', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Korobskiy D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Chacko G', 'authtype': 'Author', 'clusterid': ''}]",Delayed Recognition: A Co-Citation Perspective.,Frontiers in research metrics and analytics,33870050,10.3389/frma.2020.577131,PMC8028384
83,2020,"[{'name': 'Ambrosiano J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Sims B', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bartlow AW', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Rosenberger W', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ressler M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Fair JM', 'authtype': 'Author', 'clusterid': ''}]",Ontology-Based Graphs of Research Communities: A Tool for Understanding Threat Reduction Networks.,Frontiers in research metrics and analytics,33870041,10.3389/frma.2020.00003,PMC8028387
84,2021 May,"[{'name': 'Giménez-Solano VM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Maldonado JA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Boscá D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Salas-García S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Robles M', 'authtype': 'Author', 'clusterid': ''}]",Definition and validation of SNOMED CT subsets using the expression constraint language.,Journal of biomedical informatics,33753269,10.1016/j.jbi.2021.103747,
85,2021 Feb 22,"[{'name': 'Friedrichs M', 'authtype': 'Author', 'clusterid': ''}]",BioDWH2: an automated graph-based data warehouse and mapping tool.,Journal of integrative bioinformatics,33618440,10.1515/jib-2020-0033,PMC8238471
86,2021 Feb 22,"[{'name': 'Gimadiev T', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Nugmanov R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Batyrshin D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Madzhidov T', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Maeda S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Sidorov P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Varnek A', 'authtype': 'Author', 'clusterid': ''}]",Combined Graph/Relational Database Management System for Calculated Chemical Reaction Pathway Data.,Journal of chemical information and modeling,33502186,10.1021/acs.jcim.0c01280,
87,2021 Jan 22,"[{'name': 'Mao Z', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Yao H', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zou Q', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zhang W', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Dong Y', 'authtype': 'Author', 'clusterid': ''}]",Digital Contact Tracing Based on a Graph Database Algorithm for Emergency Management During the COVID-19 Epidemic: Case Study.,JMIR mHealth and uHealth,33460389,10.2196/26836,PMC7837510
88,2020 Jan 21,"[{'name': 'Zahoránszky-Kőhalmi G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Sheils T', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Oprea TI', 'authtype': 'Author', 'clusterid': ''}]",SmartGraph: a network pharmacology investigation platform.,Journal of cheminformatics,33430980,10.1186/s13321-020-0409-9,PMC6974502
89,2020 Dec 11,"[{'name': 'Simpson CM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gnad F', 'authtype': 'Author', 'clusterid': ''}]",Applying graph database technology for analyzing perturbed co-expression networks in cancer.,Database : the journal of biological databases and curation,33306799,10.1093/database/baaa110,PMC7731929
90,2020 Dec 28,"[{'name': 'Matter H', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Buning C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Stefanescu DD', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ruf S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hessler G', 'authtype': 'Author', 'clusterid': ''}]",Using Graph Databases to Investigate Trends in Structure-Activity Relationship Networks.,Journal of chemical information and modeling,33245234,10.1021/acs.jcim.0c00947,
