,DOI,PMID,PMCID,Shortlist,GDBs,GDBs,Author,Title,Publication Year,Publication Title,ISBN,Abstract Note,Date,Date Added,Pages,Issue,Volume,Journal Abbreviation,Short Title,Library Catalog,Extra,Link Attachments,Automatic Tags,GDBs,GDBs,Labels
423,10.1186/gb-2009-10-5-r58,19480664,PMC2718524,A,Virtuoso,Virtuoso,"Antezana, Erick; Egaña, Mikel; Blondé, Ward; Illarramendi, Aitzol; Bilbao, Iñaki; De Baets, Bernard; Stevens, Robert; Mironov, Vladimir; Kuiper, Martin",The Cell Cycle Ontology: an application ontology for the representation and integrated analysis of the cell cycle process,2009,Genome Biology,,"A software resource for the analysis of cell cycle related molecular networks., The Cell Cycle Ontology ( is an application ontology that automatically captures and integrates detailed knowledge on the cell cycle process. Cell Cycle Ontology is enabled by semantic web technologies, and is accessible via the web for browsing, visualizing, advanced querying, and computational reasoning. Cell Cycle Ontology facilitates a detailed analysis of cell cycle-related molecular network components. Through querying and automated reasoning, it may provide new hypotheses to help steer a systems biology approach to biological network building.",2009,2021-06-05 21:13:27; 2021-06-05 20:56:20; 2021-06-05 20:59:14,R58,5,10,Genome Biol,The Cell Cycle Ontology,PubMed Central,PMID: 19480664 PMCID: PMC2718524,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2718524/,,Virtuoso,Virtuoso,PMC:Query3; PMC:Query2; PMC:Virtuoso
424,10.1186/s12859-014-0386-y,25490885,PMC4279962,A,Virtuoso,Virtuoso,"Venkatesan, Aravind; Tripathi, Sushil; Sanz de Galdeano, Alejandro; Blondé, Ward; Lægreid, Astrid; Mironov, Vladimir; Kuiper, Martin",Finding gene regulatory network candidates using the gene expression knowledge base,2014,BMC Bioinformatics,,"Background Network-based approaches for the analysis of large-scale genomics data have become well established. Biological networks provide a knowledge scaffold against which the patterns and dynamics of ‘omics’ data can be interpreted. The background information required for the construction of such networks is often dispersed across a multitude of knowledge bases in a variety of formats. The seamless integration of this information is one of the main challenges in bioinformatics. The Semantic Web offers powerful technologies for the assembly of integrated knowledge bases that are computationally comprehensible, thereby providing a potentially powerful resource for constructing biological networks and network-based analysis. Results We have developed the Gene eXpression Knowledge Base (GeXKB), a semantic web technology based resource that contains integrated knowledge about gene expression regulation. To affirm the utility of GeXKB we demonstrate how this resource can be exploited for the identification of candidate regulatory network proteins. We present four use cases that were designed from a biological perspective in order to find candidate members relevant for the gastrin hormone signaling network model. We show how a combination of specific query definitions and additional selection criteria derived from gene expression data and prior knowledge concerning candidate proteins can be used to retrieve a set of proteins that constitute valid candidates for regulatory network extensions. Conclusions Semantic web technologies provide the means for processing and integrating various heterogeneous information sources. The GeXKB offers biologists such an integrated knowledge resource, allowing them to address complex biological questions pertaining to gene expression. This work illustrates how GeXKB can be used in combination with gene expression results and literature information to identify new potential candidates that may be considered for extending a gene regulatory network. Electronic supplementary material The online version of this article (doi:10.1186/s12859-014-0386-y) contains supplementary material, which is available to authorized users.",2014-12-10,2021-06-05 20:56:20; 2021-06-05 21:12:40; 2021-06-05 20:59:14,,1,15,BMC Bioinformatics,,PubMed Central,PMID: 25490885 PMCID: PMC4279962,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4279962/,,Virtuoso,Virtuoso,PMC:Query3; PMC:Query2; PMC:Virtuoso
425,10.1186/s12859-015-0559-3,25903923,PMC4448321,A,Virtuoso; AllegroGraph,Virtuoso; AllegroGraph,"Livingston, Kevin M; Bada, Michael; Baumgartner, William A; Hunter, Lawrence E",KaBOB: ontology-based semantic integration of biomedical databases,2015,BMC Bioinformatics,,"Background The ability to query many independent biological databases using a common ontology-based semantic model would facilitate deeper integration and more effective utilization of these diverse and rapidly growing resources. Despite ongoing work moving toward shared data formats and linked identifiers, significant problems persist in semantic data integration in order to establish shared identity and shared meaning across heterogeneous biomedical data sources. Results We present five processes for semantic data integration that, when applied collectively, solve seven key problems. These processes include making explicit the differences between biomedical concepts and database records, aggregating sets of identifiers denoting the same biomedical concepts across data sources, and using declaratively represented forward-chaining rules to take information that is variably represented in source databases and integrating it into a consistent biomedical representation. We demonstrate these processes and solutions by presenting KaBOB (the Knowledge Base Of Biomedicine), a knowledge base of semantically integrated data from 18 prominent biomedical databases using common representations grounded in Open Biomedical Ontologies. An instance of KaBOB with data about humans and seven major model organisms can be built using on the order of 500 million RDF triples. All source code for building KaBOB is available under an open-source license. Conclusions KaBOB is an integrated knowledge base of biomedical data representationally based in prominent, actively maintained Open Biomedical Ontologies, thus enabling queries of the underlying data in terms of biomedical concepts (e.g., genes and gene products, interactions and processes) rather than features of source-specific data schemas or file formats. KaBOB resolves many of the issues that routinely plague biomedical researchers intending to work with data from multiple data sources and provides a platform for ongoing data integration and development and for formal reasoning over a wealth of integrated biomedical data. Electronic supplementary material The online version of this article (doi:10.1186/s12859-015-0559-3) contains supplementary material, which is available to authorized users.",2015-04-23,2021-06-06 06:38:41; 2021-06-05 20:56:20; 2021-06-05 21:12:40; 2021-06-05 20:59:14,,1,16,BMC Bioinformatics,KaBOB,PubMed Central,PMID: 25903923 PMCID: PMC4448321,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4448321/,,Virtuoso; AllegroGraph,Virtuoso; AllegroGraph,PMC:Query3; PMC:AllegroGraph; PMC:Query2; PMC:Virtuoso
426,10.1186/s12859-015-0836-1,26652480,PMC4676132,A,Neo4j,Neo4j,"Del Vecchio, Filippo; Gallo, Francesco; Di Marco, Antinisca; Mastroiaco, Valentina; Caianiello, Pasquale; Zazzeroni, Francesca; Alesse, Edoardo; Tessitore, Alessandra",Bioinformatics approach to predict target genes for dysregulated microRNAs in hepatocellular carcinoma: study on a chemically-induced HCC mouse model,2015,BMC Bioinformatics,,"Background Hepatocellular carcinoma (HCC) is an aggressive epithelial tumor which shows very poor prognosis and high rate of recurrence, representing an urgent problem for public healthcare. MicroRNAs (miRNAs/miRs) are a class of small, non-coding RNAs that attract great attention because of their role in regulation of processes such as cellular growth, proliferation, apoptosis. Because of the thousands of potential interactions between a single miR and target mRNAs, bioinformatics prediction tools are very useful to facilitate the task for individuating and selecting putative target genes. In this study, we present a chemically-induced HCC mouse model to identify differential expression of miRNAs during the progression of the hepatic injury up to HCC onset. In addition, we describe an established bioinformatics approach to highlight putative target genes and protein interaction networks where they are involved. Results We describe four miRs (miR-125a-5p, miR-27a, miR-182, miR-193b) which showed to be differentially expressed in the chemically-induced HCC mouse model. The miRs were subjected to four of the most used predictions tools and 15 predicted target genes were identified. The expression of one (ANK3) among the 15 predicted targets was further validated by immunoblotting. Then, enrichment annotation analysis was performed revealing significant clusters, including some playing a role in ion transporter activity, regulation of receptor protein serine/threonine kinase signaling pathway, protein import into nucleus, regulation of intracellular protein transport, regulation of cell adhesion, growth factor binding, and regulation of TGF-beta/SMAD signaling pathway. A network construction was created and links between the selected miRs, the predicted targets as well as the possible interactions among them and other proteins were built up. Conclusions In this study, we combined miRNA expression analysis, obtained by an in vivo HCC mouse model, with a bioinformatics-based workflow. New genes, pathways and protein interactions, putatively involved in HCC initiation and progression, were identified and explored. Electronic supplementary material The online version of this article (doi:10.1186/s12859-015-0836-1) contains supplementary material, which is available to authorized users.",2015-12-10,2021-06-05 20:55:40; 2021-06-05 21:12:40; 2021-06-05 20:37:08,,,16,BMC Bioinformatics,Bioinformatics approach to predict target genes for dysregulated microRNAs in hepatocellular carcinoma,PubMed Central,PMID: 26652480 PMCID: PMC4676132,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4676132/,,Neo4j,Neo4j,PMC:Query3; PMC:Neo4j; PMC:Query2
427,10.1186/s12859-016-1131-5,27454167,PMC4959351,,,,"Bai, Tian; Gong, Leiguang; Wang, Ye; Wang, Yan; Kulikowski, Casimir A.; Huang, Lan",A method for exploring implicit concept relatedness in biomedical knowledge network,2016,BMC Bioinformatics,,"Background Biomedical information and knowledge, structural and non-structural, stored in different repositories can be semantically connected to form a hybrid knowledge network. How to compute relatedness between concepts and discover valuable but implicit information or knowledge from it effectively and efficiently is of paramount importance for precision medicine, and a major challenge facing the biomedical research community. Results In this study, a hybrid biomedical knowledge network is constructed by linking concepts across multiple biomedical ontologies as well as non-structural biomedical knowledge sources. To discover implicit relatedness between concepts in ontologies for which potentially valuable relationships (implicit knowledge) may exist, we developed a Multi-Ontology Relatedness Model (MORM) within the knowledge network, for which a relatedness network (RN) is defined and computed across multiple ontologies using a formal inference mechanism of set-theoretic operations. Semantic constraints are designed and implemented to prune the search space of the relatedness network. Conclusions Experiments to test examples of several biomedical applications have been carried out, and the evaluation of the results showed an encouraging potential of the proposed approach to biomedical knowledge discovery.",2016-07-19,2021-06-05 21:12:01,,Suppl 9,17,BMC Bioinformatics,,PubMed Central,PMID: 27454167 PMCID: PMC4959351,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4959351/,,,,PMC:Query2
428,10.1186/s12859-016-1394-x,27919219,PMC5139139,A,Neo4j,Neo4j,"Touré, Vasundra; Mazein, Alexander; Waltemath, Dagmar; Balaur, Irina; Saqi, Mansoor; Henkel, Ron; Pellet, Johann; Auffray, Charles",STON: exploring biological pathways using the SBGN standard and graph databases,2016,BMC bioinformatics; BMC Bioinformatics,,"BACKGROUND: When modeling in Systems Biology and Systems Medicine, the data is often extensive, complex and heterogeneous. Graphs are a natural way of representing biological networks. Graph databases enable efficient storage and processing of the encoded biological relationships. They furthermore support queries on the structure of biological networks. RESULTS: We present the Java-based framework STON (SBGN TO Neo4j). STON imports and translates metabolic, signalling and gene regulatory pathways represented in the Systems Biology Graphical Notation into a graph-oriented format compatible with the Neo4j graph database. CONCLUSION: STON exploits the power of graph databases to store and query complex biological pathways. This advances the possibility of: i) identifying subnetworks in a given pathway; ii) linking networks across different levels of granularity to address difficulties related to incomplete knowledge representation at single level; and iii) identifying common patterns between pathways in the database.; Background When modeling in Systems Biology and Systems Medicine, the data is often extensive, complex and heterogeneous. Graphs are a natural way of representing biological networks. Graph databases enable efficient storage and processing of the encoded biological relationships. They furthermore support queries on the structure of biological networks. Results We present the Java-based framework STON (SBGN TO Neo4j). STON imports and translates metabolic, signalling and gene regulatory pathways represented in the Systems Biology Graphical Notation into a graph-oriented format compatible with the Neo4j graph database. Conclusion STON exploits the power of graph databases to store and query complex biological pathways. This advances the possibility of: i) identifying subnetworks in a given pathway; ii) linking networks across different levels of granularity to address difficulties related to incomplete knowledge representation at single level; and iii) identifying common patterns between pathways in the database. Electronic supplementary material The online version of this article (doi:10.1186/s12859-016-1394-x) contains supplementary material, which is available to authorized users.",2016-12-05,2021-06-05 21:06:22; 2021-06-05 21:16:51; 2021-06-05 20:37:08; 2021-06-05 21:12:01; 2021-06-05 20:55:40; 2021-06-05 21:24:28,494,1,17,BMC Bioinformatics,STON,PubMed; PubMed Central,PMID: 27919219 PMCID: PMC5139139,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5139139/; http://www.ncbi.nlm.nih.gov/pubmed/27919219,"Databases, Factual; Gene Regulatory Networks; Graph database; Humans; Metabolic Networks and Pathways; Neo4j; Signal Transduction; Software; Systems biology; Systems Biology; Systems biology graphical notation; Systems medicine",Neo4j,Neo4j,PMC:Query2; PMC:Query3; PMC:Neo4j; PubMed:Neo4j; PubMed:Query2; PubMed:Query3
429,10.1186/s12859-017-1519-x,28193156,PMC5307852,,,,"Alborzi, Seyed Ziaeddin; Devignes, Marie-Dominique; Ritchie, David W.",ECDomainMiner: discovering hidden associations between enzyme commission numbers and Pfam domains,2017,BMC Bioinformatics,,"Background Many entries in the protein data bank (PDB) are annotated to show their component protein domains according to the Pfam classification, as well as their biological function through the enzyme commission (EC) numbering scheme. However, despite the fact that the biological activity of many proteins often arises from specific domain-domain and domain-ligand interactions, current on-line resources rarely provide a direct mapping from structure to function at the domain level. Since the PDB now contains many tens of thousands of protein chains, and since protein sequence databases can dwarf such numbers by orders of magnitude, there is a pressing need to develop automatic structure-function annotation tools which can operate at the domain level. Results This article presents ECDomainMiner, a novel content-based filtering approach to automatically infer associations between EC numbers and Pfam domains. ECDomainMiner finds a total of 20,728 non-redundant EC-Pfam associations with a F-measure of 0.95 with respect to a “Gold Standard” test set extracted from InterPro. Compared to the 1515 manually curated EC-Pfam associations in InterPro, ECDomainMiner infers a 13-fold increase in the number of EC-Pfam associations. Conclusion These EC-Pfam associations could be used to annotate some 58,722 protein chains in the PDB which currently lack any EC annotation. The ECDomainMiner database is publicly available at http://ecdm.loria.fr/.",2017-02-13,2021-06-05 21:12:01,,,18,BMC Bioinformatics,ECDomainMiner,PubMed Central,PMID: 28193156 PMCID: PMC5307852,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5307852/,,,,PMC:Query2
430,10.1186/s12859-017-1777-7,28797229,PMC5553995,A,Neo4j,Neo4j,"Guhlin, Joseph; Silverstein, Kevin A. T.; Zhou, Peng; Tiffin, Peter; Young, Nevin D.","ODG: Omics database generator - a tool for generating, querying, and analyzing multi-omics comparative databases to facilitate biological understanding",2017,BMC bioinformatics; BMC Bioinformatics,,"BACKGROUND: Rapid generation of omics data in recent years have resulted in vast amounts of disconnected datasets without systemic integration and knowledge building, while individual groups have made customized, annotated datasets available on the web with few ways to link them to in-lab datasets. With so many research groups generating their own data, the ability to relate it to the larger genomic and comparative genomic context is becoming increasingly crucial to make full use of the data. RESULTS: The Omics Database Generator (ODG) allows users to create customized databases that utilize published genomics data integrated with experimental data which can be queried using a flexible graph database. When provided with omics and experimental data, ODG will create a comparative, multi-dimensional graph database. ODG can import definitions and annotations from other sources such as InterProScan, the Gene Ontology, ENZYME, UniPathway, and others. This annotation data can be especially useful for studying new or understudied species for which transcripts have only been predicted, and rapidly give additional layers of annotation to predicted genes. In better studied species, ODG can perform syntenic annotation translations or rapidly identify characteristics of a set of genes or nucleotide locations, such as hits from an association study. ODG provides a web-based user-interface for configuring the data import and for querying the database. Queries can also be run from the command-line and the database can be queried directly through programming language hooks available for most languages. ODG supports most common genomic formats as well as generic, easy to use tab-separated value format for user-provided annotations. CONCLUSIONS: ODG is a user-friendly database generation and query tool that adapts to the supplied data to produce a comparative genomic database or multi-layered annotation database. ODG provides rapid comparative genomic annotation and is therefore particularly useful for non-model or understudied species. For species for which more data are available, ODG can be used to conduct complex multi-omics, pattern-matching queries.; Background Rapid generation of omics data in recent years have resulted in vast amounts of disconnected datasets without systemic integration and knowledge building, while individual groups have made customized, annotated datasets available on the web with few ways to link them to in-lab datasets. With so many research groups generating their own data, the ability to relate it to the larger genomic and comparative genomic context is becoming increasingly crucial to make full use of the data. Results The Omics Database Generator (ODG) allows users to create customized databases that utilize published genomics data integrated with experimental data which can be queried using a flexible graph database. When provided with omics and experimental data, ODG will create a comparative, multi-dimensional graph database. ODG can import definitions and annotations from other sources such as InterProScan, the Gene Ontology, ENZYME, UniPathway, and others. This annotation data can be especially useful for studying new or understudied species for which transcripts have only been predicted, and rapidly give additional layers of annotation to predicted genes. In better studied species, ODG can perform syntenic annotation translations or rapidly identify characteristics of a set of genes or nucleotide locations, such as hits from an association study. ODG provides a web-based user-interface for configuring the data import and for querying the database. Queries can also be run from the command-line and the database can be queried directly through programming language hooks available for most languages. ODG supports most common genomic formats as well as generic, easy to use tab-separated value format for user-provided annotations. Conclusions ODG is a user-friendly database generation and query tool that adapts to the supplied data to produce a comparative genomic database or multi-layered annotation database. ODG provides rapid comparative genomic annotation and is therefore particularly useful for non-model or understudied species. For species for which more data are available, ODG can be used to conduct complex multi-omics, pattern-matching queries. Electronic supplementary material The online version of this article (doi:10.1186/s12859-017-1777-7) contains supplementary material, which is available to authorized users.",2017-08-10,2021-06-05 20:55:40; 2021-06-05 21:06:22; 2021-06-05 21:12:01; 2021-06-05 20:36:32,367,1,18,BMC Bioinformatics,ODG,PubMed; PubMed Central,PMID: 28797229 PMCID: PMC5553995,http://www.ncbi.nlm.nih.gov/pubmed/28797229; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5553995/,"Annotation; Comparative genomics; Data integration; Databases, Nucleic Acid; Genomics; Graph database; Molecular Sequence Annotation; Non-model species; Software",Neo4j,Neo4j,PMC:Query3; PMC:Neo4j; PubMed:Query2; PMC:Query2
431,10.1186/s12859-017-1840-4,28969593,PMC5625622,A,Virtuoso,Virtuoso,"Zaki, Nazar; Tennakoon, Chandana",BioCarian: search engine for exploratory searches in heterogeneous biological databases,2017,BMC Bioinformatics,,"Background There are a large number of biological databases publicly available for scientists in the web. Also, there are many private databases generated in the course of research projects. These databases are in a wide variety of formats. Web standards have evolved in the recent times and semantic web technologies are now available to interconnect diverse and heterogeneous sources of data. Therefore, integration and querying of biological databases can be facilitated by techniques used in semantic web. Heterogeneous databases can be converted into Resource Description Format (RDF) and queried using SPARQL language. Searching for exact queries in these databases is trivial. However, exploratory searches need customized solutions, especially when multiple databases are involved. This process is cumbersome and time consuming for those without a sufficient background in computer science. In this context, a search engine facilitating exploratory searches of databases would be of great help to the scientific community. Results We present BioCarian, an efficient and user-friendly search engine for performing exploratory searches on biological databases. The search engine is an interface for SPARQL queries over RDF databases. We note that many of the databases can be converted to tabular form. We first convert the tabular databases to RDF. The search engine provides a graphical interface based on facets to explore the converted databases. The facet interface is more advanced than conventional facets. It allows complex queries to be constructed, and have additional features like ranking of facet values based on several criteria, visually indicating the relevance of a facet value and presenting the most important facet values when a large number of choices are available. For the advanced users, SPARQL queries can be run directly on the databases. Using this feature, users will be able to incorporate federated searches of SPARQL endpoints. We used the search engine to do an exploratory search on previously published viral integration data and were able to deduce the main conclusions of the original publication. BioCarian is accessible via http://www.biocarian.com. Conclusions We have developed a search engine to explore RDF databases that can be used by both novice and advanced users. Electronic supplementary material The online version of this article (doi:10.1186/s12859-017-1840-4) contains supplementary material, which is available to authorized users.",2017-10-02,2021-06-05 20:55:40; 2021-06-05 21:12:01; 2021-06-05 20:59:14,,,18,BMC Bioinformatics,BioCarian,PubMed Central,PMID: 28969593 PMCID: PMC5625622,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5625622/,,Virtuoso,Virtuoso,PMC:Query3; PMC:Query2; PMC:Virtuoso
432,10.1186/s12859-017-1921-4,29244012,PMC5731498,A,Neo4j,Neo4j,"Jelínek, Jan; Škoda, Petr; Hoksza, David",Utilizing knowledge base of amino acids structural neighborhoods to predict protein-protein interaction sites,2017,BMC Bioinformatics,,"Background Protein-protein interactions (PPI) play a key role in an investigation of various biochemical processes, and their identification is thus of great importance. Although computational prediction of which amino acids take part in a PPI has been an active field of research for some time, the quality of in-silico methods is still far from perfect. Results We have developed a novel prediction method called INSPiRE which benefits from a knowledge base built from data available in Protein Data Bank. All proteins involved in PPIs were converted into labeled graphs with nodes corresponding to amino acids and edges to pairs of neighboring amino acids. A structural neighborhood of each node was then encoded into a bit string and stored in the knowledge base. When predicting PPIs, INSPiRE labels amino acids of unknown proteins as interface or non-interface based on how often their structural neighborhood appears as interface or non-interface in the knowledge base. We evaluated INSPiRE’s behavior with respect to different types and sizes of the structural neighborhood. Furthermore, we examined the suitability of several different features for labeling the nodes. Our evaluations showed that INSPiRE clearly outperforms existing methods with respect to Matthews correlation coefficient. Conclusion In this paper we introduce a new knowledge-based method for identification of protein-protein interaction sites called INSPiRE. Its knowledge base utilizes structural patterns of known interaction sites in the Protein Data Bank which are then used for PPI prediction. Extensive experiments on several well-established datasets show that INSPiRE significantly surpasses existing PPI approaches.",2017-12-06,2021-06-05 20:55:40; 2021-06-05 21:11:16; 2021-06-05 20:36:32,,Suppl 15,18,BMC Bioinformatics,,PubMed Central,PMID: 29244012 PMCID: PMC5731498,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5731498/,,Neo4j,Neo4j,PMC:Query3; PMC:Neo4j; PMC:Query2
433,10.1186/s12859-017-1999-8,29304741,PMC5756413,A,Virtuoso,Virtuoso,"Rodríguez-García, Miguel Ángel; Hoehndorf, Robert",Inferring ontology graph structures using OWL reasoning,2018,BMC Bioinformatics,,"Background Ontologies are representations of a conceptualization of a domain. Traditionally, ontologies in biology were represented as directed acyclic graphs (DAG) which represent the backbone taxonomy and additional relations between classes. These graphs are widely exploited for data analysis in the form of ontology enrichment or computation of semantic similarity. More recently, ontologies are developed in a formal language such as the Web Ontology Language (OWL) and consist of a set of axioms through which classes are defined or constrained. While the taxonomy of an ontology can be inferred directly from the axioms of an ontology as one of the standard OWL reasoning tasks, creating general graph structures from OWL ontologies that exploit the ontologies’ semantic content remains a challenge. Results We developed a method to transform ontologies into graphs using an automated reasoner while taking into account all relations between classes. Searching for (existential) patterns in the deductive closure of ontologies, we can identify relations between classes that are implied but not asserted and generate graph structures that encode for a large part of the ontologies’ semantic content. We demonstrate the advantages of our method by applying it to inference of protein-protein interactions through semantic similarity over the Gene Ontology and demonstrate that performance is increased when graph structures are inferred using deductive inference according to our method. Our software and experiment results are available at http://github.com/bio-ontology-research-group/Onto2Graph. Conclusions Onto2Graph is a method to generate graph structures from OWL ontologies using automated reasoning. The resulting graphs can be used for improved ontology visualization and ontology-based data analysis. Electronic supplementary material The online version of this article (doi:10.1186/s12859-017-1999-8) contains supplementary material, which is available to authorized users.",2018-01-05,2021-06-05 20:55:40; 2021-06-05 21:11:16; 2021-06-05 20:59:14,,,19,BMC Bioinformatics,,PubMed Central,PMID: 29304741 PMCID: PMC5756413,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5756413/,,Virtuoso,Virtuoso,PMC:Query3; PMC:Query2; PMC:Virtuoso
434,10.1186/s12859-018-2167-5,29843590,PMC5975655,,,,"Sang, Shengtian; Yang, Zhihao; Wang, Lei; Liu, Xiaoxia; Lin, Hongfei; Wang, Jian",SemaTyP: a knowledge graph based literature mining method for drug discovery,2018,BMC Bioinformatics,,"Background Drug discovery is the process through which potential new medicines are identified. High-throughput screening and computer-aided drug discovery/design are the two main drug discovery methods for now, which have successfully discovered a series of drugs. However, development of new drugs is still an extremely time-consuming and expensive process. Biomedical literature contains important clues for the identification of potential treatments. It could support experts in biomedicine on their way towards new discoveries. Methods Here, we propose a biomedical knowledge graph-based drug discovery method called SemaTyP, which discovers candidate drugs for diseases by mining published biomedical literature. We first construct a biomedical knowledge graph with the relations extracted from biomedical abstracts, then a logistic regression model is trained by learning the semantic types of paths of known drug therapies’ existing in the biomedical knowledge graph, finally the learned model is used to discover drug therapies for new diseases. Results The experimental results show that our method could not only effectively discover new drug therapies for new diseases, but also could provide the potential mechanism of action of the candidate drugs. Conclusions In this paper we propose a novel knowledge graph based literature mining method for drug discovery. It could be a supplementary method for current drug discovery methods. Electronic supplementary material The online version of this article (10.1186/s12859-018-2167-5) contains supplementary material, which is available to authorized users.",2018-05-30,2021-06-05 21:11:16,,,19,BMC Bioinformatics,SemaTyP,PubMed Central,PMID: 29843590 PMCID: PMC5975655,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5975655/,,,,PMC:Query2
435,10.1186/s12859-018-2298-8,30367585,PMC6191940,A,Neo4j,Neo4j,"Bonnici, Vincenzo; Caro, Giorgio De; Constantino, Giorgio; Liuni, Sabino; D’Elia, Domenica; Bombieri, Nicola; Licciulli, Flavio; Giugno, Rosalba",Arena-Idb: a platform to build human non-coding RNA interaction networks,2018,BMC Bioinformatics,,"Background High throughput technologies have provided the scientific community an unprecedented opportunity for large-scale analysis of genomes. Non-coding RNAs (ncRNAs), for a long time believed to be non-functional, are emerging as one of the most important and large family of gene regulators and key elements for genome maintenance. Functional studies have been able to assign to ncRNAs a wide spectrum of functions in primary biological processes, and for this reason they are assuming a growing importance as a potential new family of cancer therapeutic targets. Nevertheless, the number of functionally characterized ncRNAs is still too poor if compared to the number of new discovered ncRNAs. Thus platforms able to merge information from available resources addressing data integration issues are necessary and still insufficient to elucidate ncRNAs biological roles. Results In this paper, we describe a platform called Arena-Idb for the retrieval of comprehensive and non-redundant annotated ncRNAs interactions. Arena-Idb provides a framework for network reconstruction of ncRNA heterogeneous interactions (i.e., with other type of molecules) and relationships with human diseases which guide the integration of data, extracted from different sources, via mapping of entities and minimization of ambiguity. Conclusions Arena-Idb provides a schema and a visualization system to integrate ncRNA interactions that assists in discovering ncRNA functions through the extraction of heterogeneous interaction networks. The Arena-Idb is available at http://arenaidb.ba.itb.cnr.it",2018-10-15,2021-06-05 20:55:01; 2021-06-05 21:11:16; 2021-06-05 20:36:32,,Suppl 10,19,BMC Bioinformatics,Arena-Idb,PubMed Central,PMID: 30367585 PMCID: PMC6191940,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6191940/,,Neo4j,Neo4j,PMC:Query3; PMC:Neo4j; PMC:Query2
436,10.1186/s12859-018-2316-x,30223767,PMC6142695,,,,"Zheng, Wei; Lin, Hongfei; Liu, Xiaoxia; Xu, Bo",A document level neural model integrated domain knowledge for chemical-induced disease relations,2018,BMC Bioinformatics,,"Background The effective combination of texts and knowledge may improve performances of natural language processing tasks. For the recognition of chemical-induced disease (CID) relations which may span sentence boundaries in an article, although existing CID systems explored the utilization for knowledge bases, the effects of different knowledge on the identification of a special CID haven’t been distinguished by these systems. Moreover, systems based on neural network only constructed sentence or mention level models. Results In this work, we proposed an effective document level neural model integrated domain knowledge to extract CID relations from biomedical articles. Basic semantic information of an article with respect to a special CID candidate pair was learned from the document level sub-network module. Furthermore, knowledge attention depending on the representation of the article was proposed to distinguish the influences of different knowledge on the special CID pair and then the final representation of knowledge was formed by aggregating weighed knowledge. Finally, the integrated representations of texts and knowledge were passed to a softmax classifier to perform the CID recognition. Experimental results on the chemical-disease relation corpus proposed by BioCreative V show that our proposed system integrated knowledge achieves a good overall performance compared with other state-of-the-art systems. Conclusions Experimental analyses demonstrate that the introduced attention mechanism on domain knowledge plays a significant role in distinguishing influences of different knowledge on the judgment for a special CID relation.",2018-09-17,2021-06-05 21:11:16,,,19,BMC Bioinformatics,,PubMed Central,PMID: 30223767 PMCID: PMC6142695,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6142695/,,,,PMC:Query2
437,10.1186/s12859-018-2362-4,30257640,PMC6158922,A,Neo4j,Neo4j,"Sheikhizadeh Anari, Siavash; de Ridder, Dick; Schranz, M. Eric; Smit, Sandra",Efficient inference of homologs in large eukaryotic pan-proteomes,2018,BMC Bioinformatics,,"Background Identification of homologous genes is fundamental to comparative genomics, functional genomics and phylogenomics. Extensive public homology databases are of great value for investigating homology but need to be continually updated to incorporate new sequences. As new sequences are rapidly being generated, there is a need for efficient standalone tools to detect homologs in novel data. Results To address this, we present a fast method for detecting homology groups across a large number of individuals and/or species. We adopted a k-mer based approach which considerably reduces the number of pairwise protein alignments without sacrificing sensitivity. We demonstrate accuracy, scalability, efficiency and applicability of the presented method for detecting homology in large proteomes of bacteria, fungi, plants and Metazoa. Conclusions We clearly observed the trade-off between recall and precision in our homology inference. Favoring recall or precision strongly depends on the application. The clustering behavior of our program can be optimized for particular applications by altering a few key parameters. The program is available for public use at https://github.com/sheikhizadeh/pantools as an extension to our pan-genomic analysis tool, PanTools. Electronic supplementary material The online version of this article (10.1186/s12859-018-2362-4) contains supplementary material, which is available to authorized users.",2018-09-26,2021-06-05 20:55:01; 2021-06-05 21:11:16; 2021-06-05 20:36:32,,,19,BMC Bioinformatics,,PubMed Central,PMID: 30257640 PMCID: PMC6158922,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6158922/,,Neo4j,Neo4j,PMC:Query3; PMC:Neo4j; PMC:Query2
